date,symbol,direction,moneyness,fill_mode,T_pct,entry_time,exit_time,exit_reason,realized_return
2026-02-25,AAPL,call,ITM,mid,60.0,11:00,16:00,forced,-0.98796
2026-02-26,AAPL,call,ITM,mid,60.0,09:35,15:00,target,0.6
2026-02-26,AAPL,call,ITM,mid,60.0,15:30,16:00,forced,-0.46341
2026-02-27,AAPL,call,ITM,mid,60.0,09:35,09:55,target,0.6
2026-02-27,AAPL,call,ITM,mid,60.0,10:00,15:10,target,0.6
2026-02-27,AAPL,call,ITM,mid,60.0,15:30,16:00,forced,0.26898
2026-03-02,AAPL,call,ITM,mid,60.0,09:35,11:40,target,0.6
2026-03-02,AAPL,call,ITM,mid,60.0,12:00,13:05,target,0.6
2026-03-02,AAPL,call,ITM,mid,60.0,13:30,16:00,forced,0.19044
2026-03-03,AAPL,call,ITM,mid,60.0,09:35,16:00,forced,-0.97581
2026-03-04,AAPL,call,ITM,mid,60.0,09:35,13:10,target,0.6
2026-03-04,AAPL,call,ITM,mid,60.0,13:30,14:15,target,0.6
2026-03-04,AAPL,call,ITM,mid,60.0,14:30,16:00,forced,-0.12568
